ID Cliente,Nombre,Edad,Género,Provincia,Nivel de Ingresos,Ocupación
1592,Rosalía Ramos Colomer,27,Masculino,Tierra del Fuego,Bajo,Medical secretary
1593,Filomena Aguado Quintana,22,Masculino,Santiago del Estero,Medio,Quality manager
1594,Alondra de Millán,26,Femenino,La Pampa,Bajo,Systems developer
1595,Sebastian Pelayo Cañete,19,Masculino,San Juan,Medio,Data scientist
1596,Godofredo Tejera Carballo,51,Masculino,Entre Ríos,Alto,Tree surgeon
1597,Zaira Clavero Mendoza,55,Masculino,Neuquén,Medio,Translator
1598,Candelaria Valcárcel,48,Femenino,Formosa,Medio,"Administrator, local government"
1599,Haroldo Sanmartín Cantón,27,Masculino,Neuquén,Medio,"Engineer, broadcasting (operations)"
1600,Coral Real-Losa,67,Masculino,Corrientes,Bajo,Occupational hygienist
1601,Fito Daniel Ochoa Zurita,29,Masculino,Santa Cruz,Bajo,Theatre stage manager
1602,Calisto Perera Pareja,53,Masculino,Mendoza,Medio,Clinical molecular geneticist
1603,Leonardo Sancho Jordán,71,Femenino,Mendoza,Medio,Maintenance engineer
1604,Virginia Larrea Luque,38,Otro,Buenos Aires,Medio,Insurance underwriter
1605,Sabas Aragón Ortega,66,Femenino,Santa Cruz,Bajo,Primary school teacher
1606,Francisca Griselda Valencia Castro,64,Masculino,Chaco,Medio,Corporate investment banker
1607,Severiano Carbonell-Cobos,23,Femenino,Tucumán,Bajo,Lobbyist
1608,Celia Mascaró Salamanca,65,Femenino,Chaco,Bajo,"Engineer, chemical"
1609,María Belén Coca Miranda,66,Masculino,Chaco,Bajo,Herpetologist
1610,Rodrigo Ariño Gomis,20,Femenino,Mendoza,Medio,Geoscientist
1611,Lucas Planas Barrios,27,Femenino,CABA,Bajo,Microbiologist
1612,Ramona Barceló Palmer,22,Femenino,Tierra del Fuego,Bajo,"Therapist, drama"
1613,Josefa Antúnez-Sacristán,63,Femenino,Neuquén,Medio,"Scientist, audiological"
1614,Rosalina de Sarabia,43,Masculino,Chaco,Medio,Bonds trader
1615,Alejandra Tejera Jove,38,Masculino,Córdoba,Medio,"Accountant, chartered"
1616,Gertrudis Serrano Montoya,62,Femenino,Catamarca,Medio,"Surveyor, mining"
1617,Eliseo Roca Herrero,43,Masculino,Corrientes,Alto,"Designer, furniture"
1618,Patricia Hoz Sierra,55,Masculino,Córdoba,Bajo,Chief Strategy Officer
1619,Juan Pablo de Cuevas,61,Femenino,Catamarca,Bajo,"Surveyor, rural practice"
1620,Juana Yáñez-Heredia,43,Femenino,Chaco,Medio,Graphic designer
1621,Juan José Sastre Salamanca,25,Masculino,Jujuy,Bajo,"Teacher, adult education"
1622,Berta Azucena Real Figueroa,22,Femenino,Santa Fe,Medio,IT consultant
1623,Toni de Tomas,32,Femenino,Formosa,Medio,Trading standards officer
1624,Luisa Elisa Maldonado Bastida,33,Femenino,Córdoba,Alto,Academic librarian
1625,Esther Castellanos-Carreras,18,Masculino,Santa Cruz,Alto,Magazine features editor
1626,Salomé Vives Pagès,33,Masculino,La Pampa,Alto,Midwife
1627,Adoración Escribano Cabrera,54,Masculino,Corrientes,Bajo,Armed forces technical officer
1628,Venceslás Coronado Francisco,20,Masculino,San Juan,Alto,Bookseller
1629,Norberto Soler,69,Masculino,Chaco,Bajo,Museum education officer
1630,Narciso Aguiló-Rico,64,Masculino,Chubut,Medio,Theatre manager
1631,Nacio Pinedo Gibert,48,Masculino,Chaco,Medio,Logistics and distribution manager
1632,Basilio Salinas Barrios,30,Femenino,Chaco,Bajo,Industrial/product designer
1633,Luis Barranco Ugarte,73,Masculino,Mendoza,Medio,Records manager
1634,Damián Jerónimo Oliva Neira,33,Femenino,Río Negro,Bajo,Call centre manager
1635,Tamara Pelayo Saavedra,72,Femenino,Misiones,Bajo,Housing manager/officer
1636,Raúl Requena Sala,60,Masculino,La Pampa,Alto,Contracting civil engineer
1637,Adelardo Federico Bolaños Castellanos,38,Femenino,CABA,Bajo,Risk manager
1638,Gisela Porta Teruel,19,Femenino,Santiago del Estero,Bajo,"Psychotherapist, dance movement"
1639,Jorge Tenorio Hervia,71,Masculino,Misiones,Medio,Commercial/residential surveyor
1640,Rubén Campos-Miralles,44,Femenino,Tucumán,Alto,Seismic interpreter
1641,María Jesús Dalmau Mir,55,Masculino,Tucumán,Bajo,Clothing/textile technologist
1642,Teresa Espinosa,43,Femenino,Corrientes,Bajo,Immunologist
1643,Narcisa Ariño,55,Masculino,La Pampa,Alto,Retail buyer
1644,Luciano del Uriarte,63,Femenino,Chaco,Bajo,Set designer
1645,Nilo Mora Cobo,42,Masculino,Corrientes,Bajo,Occupational psychologist
1646,Loida Revilla Sánchez,28,Femenino,Río Negro,Medio,"Journalist, magazine"
1647,Azucena de Cabanillas,25,Masculino,Córdoba,Medio,Careers information officer
1648,Maite Mariscal Pera,25,Femenino,Córdoba,Medio,Health service manager
1649,Gabriel Alberto Donaire,50,Femenino,CABA,Bajo,Contractor
1650,Bernardo Inocencio Cuesta Jordán,70,Masculino,Tucumán,Alto,"Designer, multimedia"
1651,Flavia Amores-Serrano,24,Femenino,Entre Ríos,Alto,"Editor, magazine features"
1652,Jonatan Redondo Pablo,55,Masculino,Corrientes,Bajo,Jewellery designer
1653,Carolina Pla Pacheco,38,Femenino,Tucumán,Bajo,Ambulance person
1654,Dani Telmo Borrell Alemán,25,Femenino,Misiones,Alto,"Engineer, site"
1655,Amor Galo Pastor Alemany,68,Femenino,Formosa,Medio,Production engineer
1656,Heraclio Cabanillas Castellanos,71,Femenino,Neuquén,Medio,IT sales professional
1657,Xiomara Pacheco-Alfaro,38,Masculino,Santiago del Estero,Medio,Printmaker
1658,Rafael Fuertes,73,Masculino,San Juan,Medio,IT sales professional
1659,Valero de Arellano,37,Masculino,La Rioja,Medio,Financial trader
1660,Ruth Cobos Farré,25,Femenino,Tierra del Fuego,Bajo,Land/geomatics surveyor
1661,Julio Guijarro Manso,63,Masculino,San Luis,Bajo,Financial manager
1662,Wálter Aznar-Pombo,48,Femenino,Mendoza,Alto,Science writer
1663,Rodolfo Borja,67,Femenino,Corrientes,Medio,"Pharmacist, hospital"
1664,Flavia Cabanillas Hernandez,74,Masculino,Jujuy,Medio,Editorial assistant
1665,Emigdio de Guzman,46,Femenino,Jujuy,Alto,Chiropractor
1666,Luciano de Olmo,65,Masculino,CABA,Medio,Advice worker
1667,Celia Ortiz Hurtado,26,Masculino,Misiones,Bajo,"Teacher, English as a foreign language"
1668,Etelvina Aranda Ribes,32,Femenino,Mendoza,Medio,Financial risk analyst
1669,Calixto Calisto Fonseca Prats,47,Masculino,Santiago del Estero,Medio,Sports development officer
1670,Eliseo Hernando Aguilera,43,Masculino,Córdoba,Bajo,Fisheries officer
1671,Agustín Núñez-Yuste,27,Femenino,Formosa,Bajo,Herbalist
1672,Andrés Benito Cuenca,46,Masculino,Mendoza,Medio,Education administrator
1673,Victor Rogelio Codina Cuesta,71,Otro,Formosa,Alto,Radio producer
1674,Aarón Guardia-Vila,33,Otro,Mendoza,Bajo,Tax inspector
1675,Etelvina Salmerón Polo,53,Masculino,Chubut,Bajo,Prison officer
1676,Águeda Mena Portillo,37,Masculino,Misiones,Medio,Geochemist
1677,Fabián Torres Arévalo,62,Femenino,Chubut,Medio,Dance movement psychotherapist
1678,Gilberto Peiró Torrijos,71,Masculino,Formosa,Medio,Sports coach
1679,Juan Antonio Benito-Cornejo,54,Masculino,Entre Ríos,Medio,Tree surgeon
1680,Hernando del Conde,39,Femenino,Corrientes,Medio,Neurosurgeon
1681,Bernardo Vera Corbacho,24,Masculino,Entre Ríos,Bajo,Magazine journalist
1682,Teresita Boada Arjona,40,Femenino,Santiago del Estero,Medio,Contracting civil engineer
1683,Glauco de Arana,58,Masculino,Catamarca,Bajo,Chartered public finance accountant
1684,Edelmiro Zabala Corbacho,57,Masculino,Tierra del Fuego,Alto,Hydrographic surveyor
1685,Eliseo Cuéllar Sola,46,Masculino,Tucumán,Bajo,"Scientist, physiological"
1686,Jose Miguel Álvaro Elorza,33,Otro,Neuquén,Medio,Patent examiner
1687,Marino Campoy-Reguera,55,Femenino,Entre Ríos,Bajo,"Pharmacist, hospital"
1688,Luisa Cuenca,45,Femenino,Buenos Aires,Medio,Chartered certified accountant
1689,Florinda Cazorla Villanueva,65,Masculino,Corrientes,Bajo,"Engineer, agricultural"
1690,Rosalva Leiva,55,Masculino,San Luis,Bajo,"Pharmacist, community"
1691,Luz Capdevila Cañas,48,Masculino,CABA,Bajo,"Optician, dispensing"
1692,Fernanda del Pardo,31,Femenino,Misiones,Medio,"Secretary, company"
1693,Cesar Carreño Alarcón,70,Femenino,San Juan,Bajo,Science writer
1694,Ángel del Cárdenas,50,Femenino,Neuquén,Medio,"Psychotherapist, child"
1695,Mirta Canales Calleja,74,Masculino,Misiones,Medio,Health and safety inspector
1696,Florina Noriega Giner,26,Femenino,Tucumán,Medio,"Librarian, public"
1697,Cruz Pizarro,74,Masculino,San Luis,Medio,Human resources officer
1698,Felicidad Polo Amo,44,Otro,San Luis,Alto,Quarry manager
1699,Manu Huerta Pintor,41,Masculino,Santiago del Estero,Bajo,Legal secretary
1700,Isidora Huerta Quirós,30,Femenino,Salta,Bajo,Event organiser
1701,Rosalía Villalonga Macías,43,Masculino,Santiago del Estero,Alto,Community arts worker
1702,Lisandro Plana Vila,46,Masculino,San Luis,Bajo,Radio producer
1703,Leticia Torrecilla Ramírez,68,Femenino,Río Negro,Medio,Minerals surveyor
1704,Clara Manuel,66,Masculino,Santa Cruz,Bajo,Contractor
1705,Ricardo Cortes Jerez,60,Masculino,San Luis,Medio,Transport planner
1706,Rosario Tamayo Castrillo,45,Femenino,Buenos Aires,Bajo,Proofreader
1707,Consuelo Silva-Valencia,45,Femenino,San Luis,Alto,Environmental consultant
1708,Jenny Galiano Bermejo,25,Femenino,Corrientes,Medio,"Investment banker, operational"
1709,Toni Galvez-Tur,40,Masculino,Tierra del Fuego,Bajo,Petroleum engineer
1710,Miguel Plana Fernandez,46,Femenino,La Pampa,Bajo,Patent attorney
1711,Anita Font Fuertes,22,Femenino,Chubut,Bajo,"Therapist, music"
1712,Candelaria de Gárate,59,Masculino,Salta,Medio,Consulting civil engineer
1713,Cirino Marín Vara,24,Femenino,La Pampa,Bajo,"Psychotherapist, child"
1714,Mirta Ferrera Acedo,59,Masculino,Tucumán,Bajo,Gaffer
1715,Liliana de Planas,53,Masculino,Entre Ríos,Medio,"Accountant, chartered management"
1716,Lorena Poza Bustos,58,Masculino,Jujuy,Medio,Regulatory affairs officer
1717,Lázaro González Rivas,44,Masculino,La Rioja,Bajo,Chief Technology Officer
1718,Esperanza Luís Barrera,63,Femenino,Jujuy,Bajo,Printmaker
1719,Aureliano Nuñez Duque,19,Femenino,Mendoza,Medio,"Sales professional, IT"
1720,Curro Olmo,42,Femenino,San Juan,Alto,Publishing rights manager
1721,Belén Huguet Campoy,26,Femenino,Jujuy,Bajo,"Accountant, chartered certified"
1722,Fabiola Dominga Barrios Díez,70,Masculino,San Luis,Medio,Accommodation manager
1723,Herminia Martín Atienza,44,Femenino,Santa Cruz,Bajo,Oceanographer
1724,Pilar Hoz Folch,18,Femenino,Salta,Bajo,"Designer, graphic"
1725,Albina Coll Bautista,40,Masculino,Santa Cruz,Medio,Diplomatic Services operational officer
1726,Manu de Jódar,27,Femenino,Río Negro,Bajo,Hydrographic surveyor
1727,Elba Tirado Mayo,59,Otro,Chubut,Medio,Audiological scientist
1728,Aitana Rey,69,Femenino,Catamarca,Alto,"Engineer, control and instrumentation"
1729,Ligia Encarna Carrión Barrio,42,Femenino,Neuquén,Alto,"Engineer, production"
1730,Martín Serrano-Camps,71,Masculino,CABA,Bajo,Radiation protection practitioner
1731,Teresita Miguel Carballo,20,Masculino,Mendoza,Bajo,"Librarian, public"
1732,Ligia de Riera,23,Masculino,Santiago del Estero,Alto,"Surveyor, hydrographic"
1733,Pía Alcaraz Barco,23,Femenino,Entre Ríos,Bajo,Corporate investment banker
1734,Onofre del Posada,70,Femenino,Tierra del Fuego,Medio,Visual merchandiser
1735,Sandalio Portero Riera,19,Otro,Salta,Bajo,Sports therapist
1736,Clara Luque Pedraza,35,Masculino,Chaco,Bajo,"Administrator, education"
1737,Constanza Perez Prado,40,Masculino,San Luis,Bajo,"Surveyor, land/geomatics"
1738,Ester Tamarit Bernad,19,Femenino,Santiago del Estero,Alto,Sport and exercise psychologist
1739,Adolfo Vall-Aramburu,29,Femenino,Formosa,Alto,Immigration officer
1740,Julio César Pozuelo Nicolás,39,Masculino,Tierra del Fuego,Bajo,Civil Service administrator
1741,Jose Luis de Adán,54,Femenino,Neuquén,Medio,Museum/gallery curator
1742,Álvaro Ricardo Juliá Román,37,Femenino,Formosa,Bajo,"Engineer, petroleum"
1743,Toño Pardo Vallés,56,Femenino,Tucumán,Bajo,"Merchandiser, retail"
1744,Enrique Naranjo,41,Femenino,Santa Fe,Medio,Archivist
1745,Albina Yaiza Pino Enríquez,65,Masculino,Formosa,Medio,Advertising account planner
1746,Sebastián Burgos Checa,37,Otro,Misiones,Bajo,"Nurse, adult"
1747,Soraya Molina-Cepeda,18,Femenino,Tierra del Fuego,Bajo,"Engineer, structural"
1748,Guillermo de Peña,18,Masculino,Santa Fe,Alto,"Psychotherapist, child"
1749,Benjamín Echeverría Rosales,34,Masculino,Río Negro,Alto,Fashion designer
1750,Ruperta Barros Serra,18,Femenino,Tucumán,Medio,Geophysicist/field seismologist
1751,Juanito Roldan Diaz,70,Masculino,Tierra del Fuego,Bajo,Public affairs consultant
1752,Felicia Bastida Fernández,69,Masculino,Salta,Medio,Amenity horticulturist
1753,Concha Fortunata Amo Corbacho,62,Femenino,Mendoza,Bajo,Stage manager
1754,Abril Alberdi Gargallo,47,Masculino,Formosa,Alto,Claims inspector/assessor
1755,Azahara Diéguez,58,Femenino,Neuquén,Bajo,Podiatrist
1756,Candelaria Elodia Corral Maldonado,64,Masculino,Corrientes,Bajo,"Accountant, chartered management"
1757,Elena del Tamayo,20,Femenino,Buenos Aires,Medio,Insurance claims handler
1758,Adrián Joan Cuenca Heras,63,Masculino,Buenos Aires,Medio,Insurance account manager
1759,Vicenta Bayo Bermejo,72,Masculino,Chubut,Medio,Advice worker
1760,Sebastián Andreu Luján,28,Masculino,Tucumán,Bajo,Proofreader
1761,Severiano Naranjo Roma,41,Femenino,Formosa,Medio,Data processing manager
1762,María Pilar Vallés Arce,39,Femenino,La Rioja,Medio,"Surveyor, land/geomatics"
1763,Luis Ángel Riba Reina,61,Masculino,Córdoba,Bajo,Community arts worker
1764,Amado Esteve Roselló,62,Femenino,Mendoza,Medio,Hydrogeologist
1765,Florencia del Pujadas,43,Femenino,Entre Ríos,Alto,Stage manager
1766,Mar Calleja Capdevila,30,Otro,Neuquén,Bajo,Product manager
1767,Montserrat de Casares,18,Masculino,Córdoba,Bajo,"Engineer, electronics"
1768,Paca Méndez Baquero,41,Femenino,Córdoba,Bajo,Advertising art director
1769,Samu Granados Iñiguez,27,Masculino,Chaco,Bajo,Armed forces operational officer
1770,Delfina Sureda,52,Masculino,La Pampa,Medio,Civil Service fast streamer
1771,León Espinosa Bonet,41,Otro,Santa Fe,Medio,Chief Financial Officer
1772,Aníbal Amores Sevilla,45,Femenino,San Juan,Medio,Architect
1773,Pelayo de Nuñez,53,Masculino,Catamarca,Bajo,"Surveyor, building control"
1774,Albino de Solera,33,Masculino,Catamarca,Medio,Field seismologist
1775,Ignacio Gálvez Feliu,57,Femenino,La Rioja,Medio,Computer games developer
1776,Teodora Diez Gordillo,33,Femenino,Santa Fe,Alto,Analytical chemist
1777,Fernando Arranz Hervia,34,Masculino,Santa Fe,Bajo,"Engineer, automotive"
1778,Hilda Caparrós Urrutia,68,Femenino,Córdoba,Medio,Horticultural consultant
1779,Claudia Garcés Soriano,71,Masculino,Santa Fe,Alto,Industrial buyer
1780,Sarita Solé Marcos,32,Masculino,Córdoba,Medio,Pharmacologist
1781,Marisa Castells Uriarte,33,Femenino,Entre Ríos,Bajo,Information systems manager
1782,Poncio Tolosa Cases,32,Masculino,Neuquén,Bajo,Photographer
1783,Juan Luis del Cerro,74,Masculino,San Juan,Alto,"Physicist, medical"
1784,Florentino Lopez Escudero,51,Femenino,Santa Cruz,Bajo,Mining engineer
1785,Faustino Bas-Jordán,28,Femenino,Río Negro,Alto,Special effects artist
1786,Gabriel Monreal Peralta,18,Masculino,Córdoba,Medio,Production engineer
1787,Augusto del Varela,32,Femenino,Santa Fe,Bajo,"Engineer, electrical"
1788,Sabas del Luján,43,Femenino,Salta,Medio,Operational researcher
1789,Juan Pablo Torres Ripoll,68,Masculino,Formosa,Bajo,Technical author
1790,Efraín Terrón-Frías,21,Femenino,San Luis,Bajo,English as a second language teacher
1791,Marcia Sastre,60,Masculino,San Juan,Medio,"Production assistant, television"
1792,Juan José Ríos Guillén,22,Masculino,Tierra del Fuego,Medio,"Designer, television/film set"
1793,Rico del Esteve,52,Femenino,Chubut,Bajo,Psychiatrist
1794,Benigno Montaña Figuerola,30,Otro,Córdoba,Medio,Jewellery designer
1795,Carmina Orozco Arellano,27,Masculino,La Rioja,Bajo,Higher education careers adviser
1796,Tadeo Cruz Teruel,28,Masculino,La Pampa,Medio,Catering manager
1797,Morena Pla Hernando,35,Femenino,Río Negro,Medio,"Surveyor, building"
1798,Quique Macías,51,Masculino,Santa Cruz,Bajo,Clinical cytogeneticist
1799,Susana Ramirez Mosquera,56,Masculino,Salta,Alto,"Pharmacist, community"
1800,Glauco Escalona-Egea,58,Masculino,Santa Cruz,Medio,"Research officer, government"
1801,Agapito Lamas Maldonado,59,Femenino,Formosa,Medio,"Journalist, newspaper"
1802,Pedro Español Urrutia,67,Masculino,Buenos Aires,Medio,"Lighting technician, broadcasting/film/video"
1803,Bibiana Isern-Mesa,40,Masculino,Catamarca,Bajo,"Designer, fashion/clothing"
1804,Aránzazu Querol Aragón,24,Femenino,Santa Fe,Bajo,"Development worker, community"
1805,Zaira Brígida Morillo Chico,56,Femenino,Tierra del Fuego,Medio,Health physicist
1806,Joaquina Alonso Nieto,20,Femenino,Formosa,Alto,Information systems manager
1807,Adalberto Salvà Camps,29,Masculino,Santiago del Estero,Medio,Occupational psychologist
1808,María Fernanda Correa Otero,24,Femenino,San Luis,Bajo,Patent attorney
1809,Jafet Pou Rozas,66,Masculino,Mendoza,Medio,Cytogeneticist
1810,Anna Colomer Chacón,43,Masculino,Tierra del Fuego,Bajo,Special effects artist
1811,Rosaura Avilés,50,Femenino,Misiones,Bajo,"Doctor, hospital"
1812,Cristina Prat Huerta,54,Masculino,Santa Cruz,Medio,Bonds trader
1813,Albano Soria Bernad,65,Masculino,San Luis,Medio,Land
1814,Guillermo Batalla Villegas,32,Masculino,Tierra del Fuego,Bajo,Musician
1815,Antonia del Millán,19,Masculino,Corrientes,Medio,Banker
1816,Sebastian Perea Alfonso,58,Masculino,Chaco,Medio,"Engineer, chemical"
1817,Hilario Carreño Torre,24,Otro,La Rioja,Bajo,IT technical support officer
1818,María José de Oliver,49,Masculino,Tierra del Fuego,Medio,Technical sales engineer
1819,Cloe Melero Ugarte,21,Masculino,Misiones,Bajo,"Production assistant, radio"
1820,Cayetana Carretero Tovar,37,Masculino,CABA,Medio,Psychiatric nurse
1821,Celestina Jove Palmer,67,Femenino,Buenos Aires,Medio,Photographer
1822,Desiderio Saez-Tomás,70,Femenino,San Juan,Medio,"Teacher, early years/pre"
1823,Calixto Aguado Agustín,53,Masculino,Santa Cruz,Alto,Engineering geologist
1824,Manuelita Bastida Ródenas,49,Femenino,Entre Ríos,Bajo,Product designer
1825,Ligia Bolaños Baeza,45,Masculino,Catamarca,Medio,Conference centre manager
1826,Manuel Pérez,30,Masculino,Córdoba,Medio,Acupuncturist
1827,Rolando Royo Muñoz,18,Masculino,Santiago del Estero,Medio,Hospital pharmacist
1828,Sara Azcona-Cases,73,Masculino,Mendoza,Medio,"Horticulturist, commercial"
1829,Gala Real Manso,52,Masculino,Formosa,Medio,"Therapist, art"
1830,Rufina Lara-Laguna,65,Femenino,Formosa,Medio,Public affairs consultant
1831,Dimas Pedraza Paz,47,Masculino,Santa Cruz,Bajo,"Designer, fashion/clothing"
1832,José Bermejo Almagro,71,Femenino,Formosa,Bajo,Retail manager
1833,Lidia María Jesús Montoya Gonzalez,53,Masculino,Neuquén,Medio,"Scientist, research (maths)"
1834,Bárbara Edelmira Pacheco Cano,74,Masculino,Mendoza,Medio,Nature conservation officer
1835,Jose del Parejo,72,Masculino,Santiago del Estero,Alto,Health service manager
1836,Modesta Blázquez-Dueñas,42,Femenino,Río Negro,Bajo,English as a second language teacher
1837,Pío Rozas-Muro,33,Masculino,CABA,Bajo,Commercial art gallery manager
1838,Isidora Azorin Barba,36,Femenino,Misiones,Medio,"Administrator, sports"
1839,Desiderio Cayetano Rocha Perelló,18,Masculino,Córdoba,Alto,Barista
1840,Macaria Font Crespi,22,Masculino,CABA,Alto,"Designer, television/film set"
1841,Ezequiel del Sans,68,Masculino,Entre Ríos,Bajo,Homeopath
1842,Ulises de Paredes,39,Masculino,Chaco,Bajo,Oncologist
1843,Rocío Delgado,41,Masculino,Santa Fe,Medio,"Teacher, early years/pre"
1844,Ciriaco Figuerola Aliaga,60,Masculino,Tucumán,Bajo,"Engineer, chemical"
1845,Piedad del Sánchez,62,Femenino,Misiones,Alto,Games developer
1846,Heriberto Estrada Pomares,69,Masculino,La Pampa,Medio,"Scientist, biomedical"
1847,María Piñol Pi,54,Femenino,Tucumán,Bajo,"Engineer, maintenance (IT)"
1848,Gabriel Real Artigas,70,Masculino,Misiones,Bajo,Nutritional therapist
1849,Felicidad Paulina Sáez Bermejo,53,Femenino,La Rioja,Bajo,Advertising account executive
1850,Valentina Gimenez Rubio,53,Femenino,Río Negro,Medio,"Doctor, general practice"
1851,Teo Garcia,21,Masculino,Córdoba,Bajo,Financial trader
1852,Gloria Alfaro Cortés,53,Masculino,Santa Cruz,Bajo,Dispensing optician
1853,Anabel Belmonte,69,Femenino,Buenos Aires,Alto,Energy engineer
1854,Tito Alejandro Espejo Vila,70,Femenino,La Rioja,Bajo,Technical sales engineer
1855,Baltasar del Llorens,35,Masculino,Corrientes,Medio,"Producer, radio"
1856,Elpidio del Aragonés,67,Masculino,Entre Ríos,Bajo,"Physicist, medical"
1857,Poncio Chaves Prats,33,Femenino,Formosa,Medio,Location manager
1858,Pío Eric Esteban Cantón,58,Masculino,CABA,Bajo,"Engineer, electrical"
1859,Óscar Carreño Cortes,35,Femenino,Salta,Bajo,Economist
1860,Sandalio Moraleda Lara,39,Masculino,Santa Cruz,Medio,Arboriculturist
1861,Juliana Trillo Galván,19,Masculino,Mendoza,Bajo,Logistics and distribution manager
1862,Chus Llobet,38,Femenino,Chubut,Medio,Commercial art gallery manager
1863,Valentín Amo-Cuevas,53,Femenino,Jujuy,Bajo,"Buyer, industrial"
1864,Elías Torrents Mate,61,Masculino,La Rioja,Medio,"Psychologist, prison and probation services"
1865,Lorenza Figuerola Ramos,56,Masculino,Salta,Alto,"Producer, radio"
1866,Haroldo Juan Manuel Criado Grande,64,Femenino,Santa Fe,Bajo,Operational researcher
1867,Antonia Márquez-Alberto,56,Femenino,Córdoba,Bajo,"Designer, ceramics/pottery"
1868,Américo Arteaga Antúnez,46,Masculino,Catamarca,Medio,Equality and diversity officer
1869,Adalberto Guzman Heredia,71,Femenino,Neuquén,Medio,Occupational therapist
1870,Emiliano Natanael Moliner Nogueira,43,Femenino,Corrientes,Bajo,Geographical information systems officer
1871,Raimundo Huertas Iglesia,38,Femenino,Córdoba,Medio,Bonds trader
1872,Julio de Molina,34,Femenino,Chaco,Bajo,Fisheries officer
1873,Telmo del Garay,33,Masculino,San Luis,Bajo,Multimedia specialist
1874,Nerea Villaverde Mosquera,48,Femenino,Chubut,Alto,Advertising copywriter
1875,Erasmo Pedro Amorós,68,Femenino,Catamarca,Medio,Quarry manager
1876,María Palomino Moreno,26,Masculino,Formosa,Medio,"Designer, jewellery"
1877,Cecilia del Burgos,48,Masculino,Córdoba,Bajo,Further education lecturer
1878,Ramiro Vaquero Oliver,31,Masculino,Mendoza,Bajo,Management consultant
1879,Victor Marco Miguel,66,Femenino,Santiago del Estero,Alto,"Psychologist, occupational"
1880,Edu Diego Girón,54,Masculino,Santa Cruz,Bajo,"Geologist, engineering"
1881,Andrés Lillo Belda,19,Femenino,Chaco,Bajo,"Therapist, drama"
1882,Mauricio Goicoechea Anguita,69,Femenino,CABA,Bajo,Social researcher
1883,Salomón Rius Redondo,65,Femenino,Chaco,Medio,"Buyer, industrial"
1884,Marina Taboada Sastre,63,Femenino,Entre Ríos,Bajo,Youth worker
1885,Marino Mosquera Guardiola,31,Otro,Mendoza,Bajo,Energy manager
1886,Ciríaco Álvaro Arnal,50,Masculino,Jujuy,Alto,Surgeon
1887,Roberto Sierra-Cornejo,52,Femenino,San Juan,Medio,Leisure centre manager
1888,Aníbal Fajardo Gonzalez,56,Masculino,Formosa,Bajo,Print production planner
1889,Teófila Narváez Escobar,64,Femenino,Buenos Aires,Medio,"Research officer, political party"
1890,Noemí de Escobar,68,Masculino,Mendoza,Bajo,Ophthalmologist
1891,Jose Francisco Gracia Arnau,37,Otro,San Juan,Medio,Archaeologist
1892,Benita Nogueira-Pedraza,19,Femenino,Neuquén,Medio,Oceanographer
1893,Alex Camps,68,Femenino,CABA,Bajo,Water quality scientist
1894,Yolanda Ramis,58,Masculino,La Pampa,Bajo,"Teacher, primary school"
1895,Jose Ignacio Edgardo Bermejo Pina,36,Masculino,Misiones,Medio,Economist
1896,Juliana Escrivá-Sanz,54,Femenino,Santiago del Estero,Alto,"Programme researcher, broadcasting/film/video"
1897,Bernardino Ramirez,35,Masculino,Neuquén,Medio,"Solicitor, Scotland"
1898,Gregorio Robles Vázquez,33,Femenino,Misiones,Bajo,Insurance claims handler
1899,Patricia Varela,21,Masculino,Río Negro,Bajo,Diplomatic Services operational officer
1900,Marco Morillo,29,Femenino,Tierra del Fuego,Bajo,"Geologist, wellsite"
1901,Poncio Pino-Prado,46,Masculino,Neuquén,Bajo,Clinical biochemist
1902,Narciso Carro Valenciano,24,Femenino,San Luis,Medio,"Nurse, learning disability"
1903,Marianela Carro Manzanares,31,Femenino,Formosa,Medio,Location manager
1904,Silvestre Corral Gámez,72,Masculino,Chubut,Bajo,Television floor manager
1905,Albano Novoa-Arribas,29,Masculino,Chubut,Bajo,Museum education officer
1906,Conrado Huertas Machado,52,Masculino,La Pampa,Medio,Environmental education officer
1907,Ovidio Piñol Llabrés,22,Femenino,Santa Cruz,Bajo,Civil Service fast streamer
1908,Mercedes Oliva Salmerón,34,Femenino,Tucumán,Alto,Speech and language therapist
1909,Aníbal Carpio Lladó,59,Femenino,Chaco,Medio,Professor Emeritus
1910,Oriana Sevillano Domingo,49,Femenino,Santa Cruz,Alto,"Administrator, sports"
1911,Renata Vilar Diego,27,Masculino,San Juan,Alto,"Scientist, water quality"
1912,Vinicio Ismael Reguera Sobrino,60,Masculino,Catamarca,Medio,"Engineer, aeronautical"
1913,Primitivo Corbacho Pavón,34,Masculino,Chaco,Bajo,Manufacturing systems engineer
1914,Celestino Villaverde Sacristán,22,Masculino,Misiones,Alto,"Teacher, primary school"
1915,Calista de Briones,62,Otro,Corrientes,Bajo,Cabin crew
1916,Eusebio Pelayo-Iglesia,59,Femenino,Entre Ríos,Bajo,Dentist
1917,Cándido del Higueras,26,Masculino,Tucumán,Medio,Oceanographer
1918,Alex Ayllón Puig,66,Femenino,Río Negro,Bajo,Ambulance person
1919,Marisela del Samper,50,Femenino,Santa Cruz,Bajo,"Scientist, research (life sciences)"
1920,Fortunata Guzman Arana,53,Masculino,Neuquén,Bajo,Statistician
